"salmon.geneid","zebrafish.geneid","human.geneid","zebrafish.genename","zebrafish.genename_full","human.genename","human.genename_full","gene_name_base"
"ENSSSAG00000068646","ENSDARG00000018508","ENSG00000099904","zdhhc8b","zdhhc8b","ZDHHC8","ZDHHC8","zdhhc8"
"ENSSSAG00000068649","ENSDARG00000015314","ENSG00000126970","zc4h2","zc4h2","ZC4H2","ZC4H2","zc4h2"
"ENSSSAG00000068652","ENSDARG00000086553","NA","nlrc3l1","nlrc3l1",NA,NA,"nlrc3l1"
"ENSSSAG00000068653","ENSDARG00000105237","ENSG00000171444","mcc","mcc","MCC","MCC","mcc"
"ENSSSAG00000068654","ENSDARG00000101844","ENSG00000077009","mibp2","mibp2","NMRK2","NMRK2","nmrk2"
"ENSSSAG00000068658","ENSDARG00000057287","ENSG00000122912","slc25a16","slc25a16","SLC25A16","SLC25A16","slc25a16"
"ENSSSAG00000068661","ENSDARG00000034321|ENSDARG00000116789","ENSG00000099260","palmdb","palmdb|","PALMD","PALMD","palmd"
"ENSSSAG00000068663","ENSDARG00000003205","ENSG00000151092","ngly1","ngly1","NGLY1","NGLY1","ngly1"
"ENSSSAG00000068665","ENSDARG00000005371","ENSG00000173612","gprc6a","gprc6a","GPRC6A","GPRC6A","gprc6a"
"ENSSSAG00000068667","ENSDARG00000090721","ENSG00000121417|ENSG00000185219|ENSG00000197362|ENSG00000167981","prdm2a","prdm2a","ZNF211","ZNF211|ZNF445|ZNF786|ZNF597","prdm2a"
"ENSSSAG00000068670","ENSDARG00000014817","ENSG00000153201","ranbp1","ranbp1","RANBP2","RANBP2","ranbp2"
"ENSSSAG00000068671","ENSDARG00000010785","ENSG00000137801","thbs1b","thbs1b","THBS1","THBS1","thbs1"
"ENSSSAG00000068673","ENSDARG00000075230","ENSG00000138336","tet1","tet1","TET1","TET1","tet1"
"ENSSSAG00000068674","ENSDARG00000077605","ENSG00000156869","frrs1b","frrs1b","FRRS1","FRRS1","frrs1"
"ENSSSAG00000068679","ENSDARG00000077364","ENSG00000050748","mapk9","mapk9","MAPK9","MAPK9","mapk9"
"ENSSSAG00000068680","ENSDARG00000071877","ENSG00000184544","dhrs7cb","dhrs7cb","DHRS7C","DHRS7C","dhrs7c"
"ENSSSAG00000068681","ENSDARG00000012274","NA","eif4e1c","eif4e1c",NA,NA,"eif4e1c"
"ENSSSAG00000068682","ENSDARG00000101076","ENSG00000177508","irx3a","irx3a","IRX3","IRX3","irx3"
"ENSSSAG00000068683","ENSDARG00000075774","NA","foxj3","foxj3",NA,NA,"foxj3"
"ENSSSAG00000068685","ENSDARG00000104277","ENSG00000144619",NA,"","CNTN4","CNTN4","cntn4"
"ENSSSAG00000068689","ENSDARG00000034043","ENSG00000176842","irx5a","irx5a","IRX5","IRX5","irx5"
"ENSSSAG00000068690","ENSDARG00000090564","ENSG00000067840","PDZD4","PDZD4","PDZD4","PDZD4","pdzd4"
"ENSSSAG00000068691","ENSDARG00000074081","NA","dnai2b","dnai2b",NA,NA,"dnai2b"
"ENSSSAG00000068692","ENSDARG00000015352","ENSG00000041802","lsg1","lsg1","LSG1","LSG1","lsg1"
"ENSSSAG00000068695","ENSDARG00000028740","ENSG00000136541","msnb","msnb","ERMN","ERMN","ermn"
"ENSSSAG00000068698","ENSDARG00000057440","NA","si:dkey-228d14","si:dkey-228d14.5",NA,NA,"si:dkey-228d14"
"ENSSSAG00000068699","ENSDARG00000099558","ENSG00000015520","NPC1L1","NPC1L1","NPC1L1","NPC1L1","npc1l1"
"ENSSSAG00000068700","ENSDARG00000077852","ENSG00000187634","samd11","samd11","SAMD11","SAMD11","samd11"
"ENSSSAG00000068701","ENSDARG00000007181","ENSG00000152620","nadk2","nadk2","NADK2","NADK2","nadk2"
"ENSSSAG00000068702","ENSDARG00000035120","ENSG00000178445","gldc","gldc","GLDC","GLDC","gldc"
"ENSSSAG00000068703","ENSDARG00000021404","NA","zgc:110319","zgc:110319",NA,NA,"zgc:110319"
"ENSSSAG00000068705","ENSDARG00000102081","NA","mprip","mprip",NA,NA,"mprip"
"ENSSSAG00000068706","ENSDARG00000041108","ENSG00000103811","ctsh","ctsh","CTSH","CTSH","ctsh"
"ENSSSAG00000068707","ENSDARG00000076320","ENSG00000185101","ano9a","ano9a","ANO9","ANO9","ano9"
"ENSSSAG00000068709","ENSDARG00000038865","ENSG00000087008","acox3","acox3","ACOX3","ACOX3","acox3"
"ENSSSAG00000068710","ENSDARG00000074759","ENSG00000060339","ccar1","ccar1","CCAR1","CCAR1","ccar1"
"ENSSSAG00000068711","ENSDARG00000032630","ENSG00000183091","neb","neb","NEB","NEB","neb"
"ENSSSAG00000068712","ENSDARG00000090788","ENSG00000101811","cstf2","cstf2","CSTF2","CSTF2","cstf2"
"ENSSSAG00000068716","ENSDARG00000004937","ENSG00000145604","skp2","skp2","SKP2","SKP2","skp2"
"ENSSSAG00000068717","ENSDARG00000006124","NA","kdm5c","kdm5c",NA,NA,"kdm5c"
"ENSSSAG00000068718","ENSDARG00000010727","ENSG00000141540","ttyh2l","ttyh2l","TTYH2","TTYH2","ttyh2"
"ENSSSAG00000068719","ENSDARG00000099560","ENSG00000205707","lyrm5a","lyrm5a","ETFRF1","ETFRF1","etfrf1"
"ENSSSAG00000068721","ENSDARG00000007275","NA","si:ch211-251b21","si:ch211-251b21.1",NA,NA,"si:ch211-251b21"
"ENSSSAG00000068722","ENSDARG00000075608","ENSG00000133816","mical2a","mical2a","MICAL2","MICAL2","mical2"
"ENSSSAG00000068723","ENSDARG00000077912","ENSG00000085185","bcorl1","bcorl1","BCORL1","BCORL1","bcorl1"
"ENSSSAG00000068724","ENSDARG00000006915","ENSG00000134108","arl8ba","arl8ba","ARL8B","ARL8B","arl8b"
"ENSSSAG00000068727","ENSDARG00000043009","ENSG00000185112","fam43a","fam43a","FAM43A","FAM43A","fam43a"
"ENSSSAG00000068728","ENSDARG00000100352|ENSDARG00000106630","ENSG00000162688","aglb","aglb|","AGL","AGL","agl"
"ENSSSAG00000068729","ENSDARG00000086269","ENSG00000166507","ndst2a","ndst2a","NDST2","NDST2","ndst2"
"ENSSSAG00000068731","ENSDARG00000071065","ENSG00000160211","g6pd","g6pd","G6PD","G6PD","g6pd"
"ENSSSAG00000068732","ENSDARG00000051861","ENSG00000184363","pkp3a","pkp3a","PKP3","PKP3","pkp3"
"ENSSSAG00000068733","ENSDARG00000098574","ENSG00000116754","srsf11","srsf11","SRSF11","SRSF11","srsf11"
"ENSSSAG00000068734","ENSDARG00000062593","ENSG00000165730","stox1","stox1","STOX1","STOX1","stox1"
"ENSSSAG00000068736","ENSDARG00000018145","NA","mid1ip1l","mid1ip1l",NA,NA,"mid1ip1l"
"ENSSSAG00000068739","ENSDARG00000030949","NA","srprb","srprb",NA,NA,"srprb"
"ENSSSAG00000068740","ENSDARG00000019742|ENSDARG00000022048|ENSDARG00000075671","NA","tlr4al","tlr4ba|tlr4bb|tlr4al",NA,NA,"tlr4al"
"ENSSSAG00000068742","ENSDARG00000035420","ENSG00000079482","ophn1","ophn1","OPHN1","OPHN1","ophn1"
"ENSSSAG00000068743","ENSDARG00000015759","ENSG00000000003","tspan6","tspan6","TSPAN6","TSPAN6","tspan6"
"ENSSSAG00000068744","ENSDARG00000087225","NA","si:ch73-361p23","si:ch73-361p23.3",NA,NA,"si:ch73-361p23"
"ENSSSAG00000068745","ENSDARG00000089230","NA","si:ch211-253b8","si:ch211-253b8.2",NA,NA,"si:ch211-253b8"
"ENSSSAG00000068746","ENSDARG00000022437","ENSG00000110651","cd81b","cd81b","CD81","CD81","cd81"
"ENSSSAG00000068747","ENSDARG00000086272","NA","si:dkey-4p15","si:dkey-4p15.5",NA,NA,"si:dkey-4p15"
"ENSSSAG00000068748","ENSDARG00000034559","ENSG00000102359","srpx2","srpx2","SRPX2","SRPX2","srpx2"
"ENSSSAG00000068751","ENSDARG00000006477","ENSG00000170967|ENSG00000197312","ddi2","ddi2","DDI1","DDI1|DDI2","ddi2"
"ENSSSAG00000068752","ENSDARG00000057677","ENSG00000204099","neu4","neu4","NEU4","NEU4","neu4"
"ENSSSAG00000068753","ENSDARG00000069944","ENSG00000181631","p2ry13","p2ry13","P2RY13","P2RY13","p2ry13"
"ENSSSAG00000068754","ENSDARG00000075436","NA","sytl2b","sytl2b",NA,NA,"sytl2b"
"ENSSSAG00000068756","ENSDARG00000032959","ENSG00000129159","kcnc1b","kcnc1b","KCNC1","KCNC1","kcnc1"
"ENSSSAG00000068758","ENSDARG00000102433","ENSG00000102362","sytl4","sytl4","SYTL4","SYTL4","sytl4"
"ENSSSAG00000068760","ENSDARG00000069945","ENSG00000169313","p2ry12","p2ry12","P2RY12","P2RY12","p2ry12"
"ENSSSAG00000068761","ENSDARG00000063535","ENSG00000111642","chd4a","chd4a","CHD4","CHD4","chd4"
"ENSSSAG00000068764","ENSDARG00000001754","ENSG00000188976","noc2l","noc2l","NOC2L","NOC2L","noc2l"
"ENSSSAG00000068765","ENSDARG00000077497","ENSG00000152580","igsf10","igsf10","IGSF10","IGSF10","igsf10"
"ENSSSAG00000068767","ENSDARG00000058801","ENSG00000009413","rev3l","rev3l","REV3L","REV3L","rev3l"
"ENSSSAG00000068768","ENSDARG00000035553","ENSG00000169562","gjb1a","gjb1a","GJB1","GJB1","gjb1"
"ENSSSAG00000068769","ENSDARG00000079543","ENSG00000147647","dpys","dpys","DPYS","DPYS","dpys"
"ENSSSAG00000068771","ENSDARG00000032114","ENSG00000109171","slain2","slain2","SLAIN2","SLAIN2","slain2"
"ENSSSAG00000068773","ENSDARG00000002184","ENSG00000266826|ENSG00000089289","igbp1","igbp1","IGBP1C","IGBP1C|IGBP1","igbp1"
"ENSSSAG00000068775","ENSDARG00000102056","NA","svild","svild",NA,NA,"svild"
"ENSSSAG00000068777","ENSDARG00000028442","ENSG00000132881","cplane2","cplane2","CPLANE2","CPLANE2","cplane2"
"ENSSSAG00000068778","ENSDARG00000099280","ENSG00000120800","utp20","utp20","UTP20","UTP20","utp20"
"ENSSSAG00000068779","ENSDARG00000039605","ENSG00000151224","mat1a","mat1a","MAT1A","MAT1A","mat1a"
"ENSSSAG00000068780","ENSDARG00000063621","ENSG00000114771","aadac","aadac","AADAC","AADAC","aadac"
"ENSSSAG00000068781","ENSDARG00000056804","NA","il4i1","il4i1",NA,NA,"il4i1"
"ENSSSAG00000068784","ENSDARG00000004256","NA","wnt11f2","wnt11f2",NA,NA,"wnt11f2"
"ENSSSAG00000068788","ENSDARG00000015239","ENSG00000110107","prpf19","prpf19","PRPF19","PRPF19","prpf19"
"ENSSSAG00000068794","ENSDARG00000018681","ENSG00000166788","saal1","saal1","SAAL1","SAAL1","saal1"
"ENSSSAG00000068795","ENSDARG00000002020","ENSG00000164327","rictorb","rictorb","RICTOR","RICTOR","rictor"
"ENSSSAG00000068796","ENSDARG00000007723","ENSG00000090776","efnb1","efnb1","EFNB1","EFNB1","efnb1"
"ENSSSAG00000068801","ENSDARG00000103525","ENSG00000047188","ythdc2","ythdc2","YTHDC2","YTHDC2","ythdc2"
"ENSSSAG00000068802","ENSDARG00000017354","NA","epha2a","epha2a",NA,NA,"epha2a"
"ENSSSAG00000068803","ENSDARG00000068731","NA","rxfp2l","rxfp2l",NA,NA,"rxfp2l"
"ENSSSAG00000068805","ENSDARG00000007769","ENSG00000213648|ENSG00000196502|ENSG00000197165|ENSG00000261052","sult5a1","sult5a1","SULT1A4","SULT1A4|SULT1A1|SULT1A2|SULT1A3","sult5a1"
"ENSSSAG00000068808","ENSDARG00000032206|ENSDARG00000074301","ENSG00000116761","cth","cthl|cth","CTH","CTH","cth"
"ENSSSAG00000068810","ENSDARG00000014003","ENSG00000130052","stard8","stard8","STARD8","STARD8","stard8"
"ENSSSAG00000068811","ENSDARG00000098751","ENSG00000088899","lzts3a","lzts3a","LZTS3","LZTS3","lzts3"
"ENSSSAG00000068816","ENSDARG00000087647","ENSG00000122545","septin7a","septin7a","SEPTIN7","SEPTIN7","septin7"
"ENSSSAG00000068818","ENSDARG00000002830","ENSG00000099899","trmt2a","trmt2a","TRMT2A","TRMT2A","trmt2a"
"ENSSSAG00000068819","ENSDARG00000037998","ENSG00000137312","flot1b","flot1b","FLOT1","FLOT1","flot1"
"ENSSSAG00000068820","ENSDARG00000009280","ENSG00000115593","smyd1a","smyd1a","SMYD1","SMYD1","smyd1"
"ENSSSAG00000068823","ENSDARG00000043842","ENSG00000119280","C20H1orf198","C20H1orf198","C1orf198","C1orf198","c1orf198"
"ENSSSAG00000068824","ENSDARG00000100503","ENSG00000115904","sos1","sos1","SOS1","SOS1","sos1"
"ENSSSAG00000068825","ENSDARG00000061397","ENSG00000153827","trip12","trip12","TRIP12","TRIP12","trip12"
"ENSSSAG00000068827","ENSDARG00000026701","ENSG00000110768","gtf2h1","gtf2h1","GTF2H1","GTF2H1","gtf2h1"
"ENSSSAG00000068828","ENSDARG00000079107","ENSG00000105472","clec11a","clec11a","CLEC11A","CLEC11A","clec11a"
"ENSSSAG00000068829","ENSDARG00000009387","ENSG00000184144","robo4","robo4","CNTN2","CNTN2","cntn2"
"ENSSSAG00000068846","ENSDARG00000052948","NA","nppal","nppal",NA,NA,"nppal"
"ENSSSAG00000068850","ENSDARG00000104072","NA","si:ch211-215j19","si:ch211-215j19.12",NA,NA,"si:ch211-215j19"
"ENSSSAG00000068852","ENSDARG00000058248","NA","si:dkeyp-77h1","si:dkeyp-77h1.4",NA,NA,"si:dkeyp-77h1"
"ENSSSAG00000068854","ENSDARG00000040001","ENSG00000075539","fryl","fryl","FRYL","FRYL","fryl"
"ENSSSAG00000068856","ENSDARG00000004627","ENSG00000154143","panx3","panx3","PANX3","PANX3","panx3"
"ENSSSAG00000068859","ENSDARG00000063242","ENSG00000143643","ttc13","ttc13","TTC13","TTC13","ttc13"
"ENSSSAG00000068860","ENSDARG00000101892","NA","si:ch73-54f23","si:ch73-54f23.2",NA,NA,"si:ch73-54f23"
"ENSSSAG00000068861","ENSDARG00000013005","ENSG00000182667","opcml","opcml","NTM","NTM","ntm"
"ENSSSAG00000068862","ENSDARG00000105098","ENSG00000117505","dr1","dr1","DR1","DR1","dr1"
"ENSSSAG00000068864","ENSDARG00000018065","ENSG00000183715|ENSG00000183067","ntm","ntm","OPCML","OPCML|IGSF5","ntm"
"ENSSSAG00000068865","ENSDARG00000079199","NA","megf6a","megf6a",NA,NA,"megf6a"
"ENSSSAG00000068866","ENSDARG00000035420","ENSG00000079482","ophn1","ophn1","OPHN1","OPHN1","ophn1"
"ENSSSAG00000068867","ENSDARG00000007278","ENSG00000114346","ect2","ect2","ECT2","ECT2","ect2"
"ENSSSAG00000068870","ENSDARG00000052950","ENSG00000275832","arhgap23a","arhgap23a","ARHGAP23","ARHGAP23","arhgap23"
"ENSSSAG00000068871","ENSDARG00000068976","ENSG00000151650|ENSG00000108813","bsx","bsx","VENTX","VENTX|DLX4","bsx"
"ENSSSAG00000068872","ENSDARG00000102415","NA","scinla","scinla",NA,NA,"scinla"
"ENSSSAG00000068877","ENSDARG00000089327","ENSG00000109943",NA,"","CRTAM","CRTAM","crtam"
"ENSSSAG00000068878","ENSDARG00000060338","ENSG00000183665","trmt12","trmt12","TRMT12","TRMT12","trmt12"
"ENSSSAG00000068880","ENSDARG00000061841","ENSG00000163659","tiparp","tiparp","TIPARP","TIPARP","tiparp"
"ENSSSAG00000068881","ENSDARG00000014165","ENSG00000114850","ssr3","ssr3","SSR3","SSR3","ssr3"
"ENSSSAG00000068882","ENSDARG00000092609","ENSG00000115307","aup1","aup1","AUP1","AUP1","aup1"
"ENSSSAG00000068883","ENSDARG00000014137","ENSG00000073921","picalmb","picalmb","PICALM","PICALM","picalm"
"ENSSSAG00000068884","ENSDARG00000074915","ENSG00000143971","etaa1a","etaa1a","ETAA1","ETAA1","etaa1"
"ENSSSAG00000068886","ENSDARG00000097691","ENSG00000166803","pclaf","pclaf","PCLAF","PCLAF","pclaf"
"ENSSSAG00000068887","ENSDARG00000083842|ENSDARG00000084449","ENSG00000206910",NA,"","SNORA29","SNORA29","snora29"
"ENSSSAG00000068889","ENSDARG00000029710","ENSG00000206422","lrrc30a","lrrc30a","LRRC30","LRRC30","lrrc30"
"ENSSSAG00000068891","ENSDARG00000036482","ENSG00000186834|ENSG00000168517","hexim1","hexim1","HEXIM1","HEXIM1|HEXIM2","hexim1"
"ENSSSAG00000068892","ENSDARG00000038687","NA","nfkb2","nfkb2",NA,NA,"nfkb2"
"ENSSSAG00000068893","ENSDARG00000079983","ENSG00000165923","agbl2","agbl2","AGBL2","AGBL2","agbl2"
"ENSSSAG00000068895","ENSDARG00000032584","ENSG00000144115","thnsl2","thnsl2","THNSL2","THNSL2","thnsl2"
"ENSSSAG00000068898","ENSDARG00000093875|ENSDARG00000095350|ENSDARG00000098609","NA","si:dkey-4c15","zgc:174224|si:dkey-4c15.12|",NA,NA,"si:dkey-4c15"
"ENSSSAG00000068902","ENSDARG00000009341","ENSG00000197893","nrap","nrap","NRAP","NRAP","nrap"
"ENSSSAG00000068903","ENSDARG00000092659","ENSG00000221823","ppp3r1a","ppp3r1a","PPP3R1","PPP3R1","ppp3r1"
"ENSSSAG00000068905","ENSDARG00000038360","ENSG00000113272","thg1l","thg1l","THG1L","THG1L","thg1l"
"ENSSSAG00000068907","ENSDARG00000059455","ENSG00000144045","dqx1","dqx1","DQX1","DQX1","dqx1"
"ENSSSAG00000068908","ENSDARG00000090854","ENSG00000155858","lsm11","lsm11","LSM11","LSM11","lsm11"
"ENSSSAG00000068912","ENSDARG00000097155","ENSG00000183208","gdpgp1","gdpgp1","GDPGP1","GDPGP1","gdpgp1"
"ENSSSAG00000068915","ENSDARG00000103118","ENSG00000185043","cib1","cib1","CIB1","CIB1","cib1"
"ENSSSAG00000068916","ENSDARG00000042522","ENSG00000134152","katnbl1","katnbl1","KATNBL1","KATNBL1","katnbl1"
"ENSSSAG00000068917","ENSDARG00000025535","ENSG00000113282","clint1a","clint1a","CLINT1","CLINT1","clint1"
"ENSSSAG00000068921","ENSDARG00000044575","ENSG00000204394","vars1","vars1","VARS1","VARS1","vars1"
"ENSSSAG00000068926","ENSDARG00000096566","ENSG00000169621","aplf","aplf","APLF","APLF","aplf"
"ENSSSAG00000068934","ENSDARG00000012144","ENSG00000134153","emc7b","emc7b","EMC7","EMC7","emc7"
"ENSSSAG00000068936","ENSDARG00000040568","ENSG00000172367","nherf4a","nherf4a","NHERF4","NHERF4","nherf4"
"ENSSSAG00000068943","ENSDARG00000080188|ENSDARG00000080775","ENSG00000277512|ENSG00000212264|ENSG00000212191|ENSG00000212229|ENSG00000238936",NA,"","SNORD65","SNORD65|SNORD65C||SNORD65B",NA
"ENSSSAG00000068944","ENSDARG00000039424","ENSG00000125870","snrpb2","snrpb2","SNRPB2","SNRPB2","snrpb2"
"ENSSSAG00000068945","ENSDARG00000080188|ENSDARG00000080775","ENSG00000277512|ENSG00000212264|ENSG00000212191|ENSG00000212229|ENSG00000238936",NA,"","SNORD65","SNORD65|SNORD65C||SNORD65B",NA
"ENSSSAG00000068947","ENSDARG00000069598","ENSG00000184984","chrm5b","chrm5b","CHRM5","CHRM5","chrm5"
"ENSSSAG00000068948","ENSDARG00000033727","ENSG00000113302","il12ba","il12ba","IL12B","IL12B","il12b"
"ENSSSAG00000068953","ENSDARG00000033655","ENSG00000117632","stmn1b","stmn1b","STMN1","STMN1","stmn1"
"ENSSSAG00000068954","ENSDARG00000051889","ENSG00000102967","dhodh","dhodh","DHODH","DHODH","dhodh"
"ENSSSAG00000068956","ENSDARG00000056438","ENSG00000188290","her9","her9","HES4","HES4","hes4"
"ENSSSAG00000068960","ENSDARG00000014003","ENSG00000130052","stard8","stard8","STARD8","STARD8","stard8"
"ENSSSAG00000068962","ENSDARG00000008816","ENSG00000148672|ENSG00000182890","glud1a","glud1a","GLUD1","GLUD1|GLUD2","glud1a"
"ENSSSAG00000068963","ENSDARG00000102272","ENSG00000167549","coro6","coro6","CORO6","CORO6","coro6"
"ENSSSAG00000068964","ENSDARG00000073724","ENSG00000160703","nlrx1","nlrx1","NLRX1","NLRX1","nlrx1"
"ENSSSAG00000068970","ENSDARG00000052957","ENSG00000161714","plcd3a","plcd3a","PLCD3","PLCD3","plcd3"
"ENSSSAG00000068971","ENSDARG00000055655","ENSG00000091106","birc5b","birc5b","NLRC4","NLRC4","nlrc4"
"ENSSSAG00000068972","ENSDARG00000087844","NA","plekhn1","plekhn1",NA,NA,"plekhn1"
"ENSSSAG00000068973","ENSDARG00000100887","NA","si:dkey-11f4","si:dkey-11f4.20",NA,NA,"si:dkey-11f4"
"ENSSSAG00000068975","ENSDARG00000002597","ENSG00000101104","pabpc1l","pabpc1l","PABPC1L","PABPC1L","pabpc1l"
"ENSSSAG00000068977","ENSDARG00000009950","ENSG00000107223","edf1","edf1","EDF1","EDF1","edf1"
"ENSSSAG00000068978","ENSDARG00000101800|ENSDARG00000115015","ENSG00000179988",NA,"","PSTK","PSTK","pstk"
"ENSSSAG00000068980","ENSDARG00000007465","ENSG00000095627","tdrd1","tdrd1","TDRD1","TDRD1","tdrd1"
"ENSSSAG00000068981","ENSDARG00000053425","ENSG00000168528","serinc2l","serinc2l","SERINC2","SERINC2","serinc2"
"ENSSSAG00000068983","ENSDARG00000079639","ENSG00000288701","PRRC2B","PRRC2B","PRRC2B","PRRC2B","prrc2b"
"ENSSSAG00000068984","ENSDARG00000012453","ENSG00000184719","rnls","rnls","RNLS","RNLS","rnls"
"ENSSSAG00000068986","ENSDARG00000076780|ENSDARG00000098174","ENSG00000196177","acadsb","acadsb|ACADSB","ACADSB","ACADSB","acadsb"
"ENSSSAG00000068987","ENSDARG00000037324","ENSG00000187961","klhl17","klhl17","KLHL17","KLHL17","klhl17"
"ENSSSAG00000068988","ENSDARG00000033544","ENSG00000166106","adamts15b","adamts15b","ADAMTS15","ADAMTS15","adamts15"
"ENSSSAG00000068989","ENSDARG00000093089","ENSG00000166863","tac3a","tac3a","TAC3","TAC3","tac3"
"ENSSSAG00000068990","ENSDARG00000103643","ENSG00000140553","unc45a","unc45a","UNC45A","UNC45A","unc45a"
"ENSSSAG00000068992","ENSDARG00000056623","ENSG00000171862","ptenb","ptenb","PTEN","PTEN","pten"
"ENSSSAG00000068993","ENSDARG00000078068","ENSG00000172350","abcg4b","abcg4b","ABCG4","ABCG4","abcg4"
"ENSSSAG00000068994","ENSDARG00000055585","NA","c1galt1la","c1galt1la",NA,NA,"c1galt1la"
"ENSSSAG00000068997","ENSDARG00000078800","NA","slc26a10","slc26a10",NA,NA,"slc26a10"
"ENSSSAG00000068998","ENSDARG00000034885","NA","bet1","bet1",NA,NA,"bet1"
"ENSSSAG00000069004","ENSDARG00000051888","ENSG00000182149","ist1","ist1","IST1","IST1","ist1"
"ENSSSAG00000069005","ENSDARG00000058256","ENSG00000162490","draxina","draxina","DRAXIN","DRAXIN","draxin"
"ENSSSAG00000069007","ENSDARG00000027009","NA","zgc:85777","zgc:85777",NA,NA,"zgc:85777"
"ENSSSAG00000069008","ENSDARG00000057374","ENSG00000107819","sfxn3","sfxn3","SFXN3","SFXN3","sfxn3"
"ENSSSAG00000069009","ENSDARG00000060153","ENSG00000049239","h6pd","h6pd","H6PD","H6PD","h6pd"
"ENSSSAG00000069010","ENSDARG00000088222","ENSG00000126882","fam78ab","fam78ab","FAM78A","FAM78A","fam78a"
"ENSSSAG00000069013","ENSDARG00000100225","ENSG00000089177","kif16ba","kif16ba","KIF16B","KIF16B","kif16b"
"ENSSSAG00000069016","ENSDARG00000003803","ENSG00000107187","LHX3","LHX3","LHX3","LHX3","lhx3"
"ENSSSAG00000069019","ENSDARG00000115868","ENSG00000283039|ENSG00000266265|ENSG00000171872","sp5l","sp5l","KLF18","KLF18|KLF14|KLF17","sp5l"
"ENSSSAG00000069025","ENSDARG00000056609","ENSG00000138138","atad1b","atad1b","ATAD1","ATAD1","atad1"
"ENSSSAG00000069026","ENSDARG00000070486","ENSG00000162444","rbp7b","rbp7b","RBP7","RBP7","rbp7"
"ENSSSAG00000069027","ENSDARG00000061351","ENSG00000105825","tfpi2","tfpi2","TFPI2","TFPI2","tfpi2"
"ENSSSAG00000069028","ENSDARG00000100606","ENSG00000240771","ARHGEF25","ARHGEF25","ARHGEF25","ARHGEF25","arhgef25"
"ENSSSAG00000069030","ENSDARG00000012495","ENSG00000124383","mphosph10","mphosph10","MPHOSPH10","MPHOSPH10","mphosph10"
"ENSSSAG00000069031","ENSDARG00000077852","ENSG00000187634","samd11","samd11","SAMD11","SAMD11","samd11"
"ENSSSAG00000069032","ENSDARG00000040031","ENSG00000120948","tardbpb","tardbpb","TARDBP","TARDBP","tardbp"
"ENSSSAG00000069036","ENSDARG00000098855","ENSG00000151093","oxsm","oxsm","OXSM","OXSM","oxsm"
"ENSSSAG00000069037","ENSDARG00000043701","ENSG00000167588","gpd1a","gpd1a","GPD1","GPD1","gpd1"
"ENSSSAG00000069040","ENSDARG00000076135","ENSG00000173269","mmrn2a","mmrn2a","MMRN2","MMRN2","mmrn2"
"ENSSSAG00000069045","ENSDARG00000054874","ENSG00000160360","gpsm1b","gpsm1b","GPSM1","GPSM1","gpsm1"
"ENSSSAG00000069046","ENSDARG00000062003","ENSG00000167306","myo5b","myo5b","MYO5B","MYO5B","myo5b"
"ENSSSAG00000069049","ENSDARG00000010816","ENSG00000013293","slc7a14a","slc7a14a","SLC7A14","SLC7A14","slc7a14"
"ENSSSAG00000069050","ENSDARG00000019728","ENSG00000107779","bmpr1aa","bmpr1aa","BMPR1A","BMPR1A","bmpr1a"
"ENSSSAG00000069051","ENSDARG00000055638","ENSG00000167612","ankrd33aa","ankrd33aa","ANKRD33","ANKRD33","ankrd33"
"ENSSSAG00000069052","ENSDARG00000061020","ENSG00000165813","ccdc186","ccdc186","CCDC186","CCDC186","ccdc186"
"ENSSSAG00000069053","ENSDARG00000104372","ENSG00000078369","gnb1b","gnb1b","GNB1","GNB1","gnb1"
"ENSSSAG00000069056","ENSDARG00000018627","ENSG00000162980","arl5a","arl5a","ARL5A","ARL5A","arl5a"
"ENSSSAG00000069057","ENSDARG00000018179","ENSG00000139567","acvrl1","acvrl1","ACVRL1","ACVRL1","acvrl1"
